dataset,model,cal_size,test_size,n_classes,Hist-uniform_brier,Hist-uniform_logloss,Hist-uniform_ece-15,Hist-uniform_accuracy,Hist-uniform_time
first-order-theorem-proving,CatBoost,5506,612,6,0.5107240024904776,1.0706254232181238,0.07816701382398605,0.6241829991340637,0.004814638989046216
first-order-theorem-proving,ExtraTrees,5506,612,6,0.5112121666607667,1.0652332290341129,0.06882142275571823,0.6127451062202454,0.004824636969715357
first-order-theorem-proving,LightGBM,5506,612,6,0.5127212946956148,1.0814283381084806,0.04777781665325165,0.6225489974021912,0.004838920896872878
first-order-theorem-proving,LinearModel,5506,612,6,0.6450652826171169,1.3693320085831433,0.04217130318284035,0.49673202633857727,0.004814594984054565
first-order-theorem-proving,NeuralNetFastAI,5506,612,6,0.565819889364682,1.195442056928278,0.06871794909238815,0.5604575276374817,0.004832071019336581
first-order-theorem-proving,NeuralNetTorch,5506,612,6,0.5479973727454088,1.153131034508322,0.05762374401092529,0.5702614188194275,0.0048577249981462955
first-order-theorem-proving,RandomForest,5506,612,6,0.5130569368799033,1.0709163377984903,0.06883518397808075,0.6176470518112183,0.0047861370258033276
first-order-theorem-proving,XGBoost,5506,612,6,0.5055924693185515,1.0667436216503585,0.04814290255308151,0.6258170008659363,0.004887457005679607
har,CatBoost,9269,1030,6,0.0045038085054332315,0.008894943255013494,0.005269615910947323,0.9961165189743042,0.006048320792615414
har,ExtraTrees,9269,1030,6,0.019945019145982974,0.033737999040075864,0.0064413053914904594,0.984466016292572,0.006148193031549454
har,LightGBM,9269,1030,6,0.0036253165674982346,0.007445183063906433,0.005417923908680677,0.9980582594871521,0.006087776971980929
har,LinearModel,9269,1030,6,0.0168973231127227,0.10055452998393019,0.005869980435818434,0.9893203973770142,0.006054960889741778
har,NeuralNetFastAI,9269,1030,6,0.006671308412146134,0.01308319140346507,0.007988800294697285,0.9941747784614563,0.005980729125440121
har,NeuralNetTorch,9269,1030,6,0.007800902084448445,0.07609334687636606,0.00334371579810977,0.9951456189155579,0.006020216969773173
har,RandomForest,9269,1030,6,0.02876261504965046,0.051514291094804834,0.008956222794950008,0.9815533757209778,0.006124734878540039
har,XGBoost,9269,1030,6,0.007077431207291515,0.07602685925133966,0.005145518109202385,0.9941747784614563,0.006038831081241369
isolet,CatBoost,7017,780,26,0.0794128715888001,0.7633806289822073,0.013817681930959225,0.9474359154701233,0.021446072030812502
isolet,ExtraTrees,7017,780,26,0.08979480261179108,0.29776204953860425,0.019597472622990608,0.9371795058250427,0.02153097395785153
isolet,LightGBM,7017,780,26,0.06316576772268391,1.001244569320821,0.014378400519490242,0.9615384340286255,0.021394357085227966
isolet,LinearModel,7017,780,26,0.06544960058010965,0.4390801582394339,0.013562686741352081,0.9576923251152039,0.02235676790587604
isolet,NeuralNetFastAI,7017,780,26,0.048435176175474846,0.29852429401329533,0.007279636338353157,0.9692307710647583,0.021381591912359
isolet,NeuralNetTorch,7017,780,26,0.0610357765675846,0.732093526881693,0.007381860166788101,0.9628205299377441,0.021341784857213497
isolet,RandomForest,7017,780,26,0.10910618847644002,0.5086615706812709,0.029273543506860733,0.9230769276618958,0.021567105082795024
isolet,XGBoost,7017,780,26,0.06426845702656632,0.431411087645308,0.019408296793699265,0.9538461565971375,0.021328669972717762
jungle_chess_2pcs_raw_endgame_complete,CatBoost,40337,4482,3,0.15443355173006584,0.2476391507812028,0.012535396963357925,0.8701472282409668,0.00975123792886734
jungle_chess_2pcs_raw_endgame_complete,ExtraTrees,40337,4482,3,0.16390036523894327,0.2690936788235607,0.014296451583504677,0.8692547678947449,0.009801620151847601
jungle_chess_2pcs_raw_endgame_complete,LightGBM,40337,4482,3,0.12939378734674986,0.2009820914303715,0.017456352710723877,0.8987059593200684,0.00973017979413271
jungle_chess_2pcs_raw_endgame_complete,LinearModel,40337,4482,3,0.43066595426489684,0.7365588841069626,0.023127203807234764,0.6800535321235657,0.010142565937712789
jungle_chess_2pcs_raw_endgame_complete,NeuralNetFastAI,40337,4482,3,0.10067296420346941,0.15074588893038654,0.007966114208102226,0.9112003445625305,0.00966629502363503
jungle_chess_2pcs_raw_endgame_complete,NeuralNetTorch,40337,4482,3,0.02455770422304882,0.04244217748367462,0.012634370476007462,0.9823739528656006,0.009436915162950754
jungle_chess_2pcs_raw_endgame_complete,RandomForest,40337,4482,3,0.17067811099388228,0.28196432228674023,0.011049635708332062,0.8650156259536743,0.009816730860620737
jungle_chess_2pcs_raw_endgame_complete,XGBoost,40337,4482,3,0.1308057763270889,0.20055705644852245,0.01386069692671299,0.8864346146583557,0.00975142396055162
kr-vs-k,CatBoost,25250,2806,18,0.13192782629575517,0.3126104134279842,0.02576274611055851,0.9183891415596008,0.036685537081211805
kr-vs-k,ExtraTrees,25250,2806,18,0.17959623325618826,0.4062034674955224,0.03631768003106117,0.8816820979118347,0.03640619106590748
kr-vs-k,LightGBM,25250,2806,18,0.1174906978362411,0.30545360221896267,0.031192027032375336,0.928011417388916,0.03611900890246034
kr-vs-k,LinearModel,25250,2806,18,0.7944909208836581,1.9366170861634733,0.020485730841755867,0.33143264055252075,0.03645673603750765
kr-vs-k,NeuralNetFastAI,25250,2806,18,0.15944214811290652,0.30755010656660664,0.03938978537917137,0.891660749912262,0.03653218015097082
kr-vs-k,NeuralNetTorch,25250,2806,18,0.11429889518417564,0.22642772274128217,0.04152906313538551,0.9233784675598145,0.03649313701316714
kr-vs-k,RandomForest,25250,2806,18,0.16415272595545494,0.3955852774958527,0.03273395448923111,0.8877405524253845,0.03649778407998383
kr-vs-k,XGBoost,25250,2806,18,0.11800024989208151,0.306352774057609,0.028002984821796417,0.927655041217804,0.038618159014731646
led24,CatBoost,2880,320,10,0.41060901569054636,0.9413239158224208,0.04999462515115738,0.715624988079071,0.005922500044107437
led24,ExtraTrees,2880,320,10,0.41919840426021493,0.9388324841563636,0.07797612994909286,0.699999988079071,0.005817804019898176
led24,LightGBM,2880,320,10,0.4126080986210603,0.9553565389053812,0.0365334190428257,0.721875011920929,0.005850045941770077
led24,LinearModel,2880,320,10,0.4051952639326169,0.9273096604543216,0.07967831194400787,0.703125,0.005801061168313026
led24,NeuralNetFastAI,2880,320,10,0.39565762216755496,0.8932624010856378,0.05506012588739395,0.721875011920929,0.005788716953247786
led24,NeuralNetTorch,2880,320,10,0.3949535597187645,0.891046459031428,0.05971560627222061,0.721875011920929,0.005794119089841843
led24,RandomForest,2880,320,10,0.4185794389028562,0.940767359239038,0.06931984424591064,0.715624988079071,0.005788533017039299
led24,XGBoost,2880,320,10,0.4155499552491313,0.9700137395326376,0.03751043230295181,0.721875011920929,0.005773256998509169
letter,CatBoost,18000,2000,26,0.03582462482670405,0.11062409925112818,0.007830844260752201,0.9769999980926514,0.041280528996139765
letter,ExtraTrees,18000,2000,26,0.04279997312781784,0.09951131085436989,0.012970536947250366,0.9739999771118164,0.04059970309026539
letter,LightGBM,18000,2000,26,0.03828902075419187,0.21628414635209334,0.0076695391908288,0.9789999723434448,0.040233165957033634
letter,LinearModel,18000,2000,26,0.30442504816082255,0.875735092897754,0.05170874670147896,0.796500027179718,0.040787769947201014
letter,NeuralNetFastAI,18000,2000,26,0.02452257415133318,0.13119900698098702,0.007791118696331978,0.9835000038146973,0.04029953107237816
letter,NeuralNetTorch,18000,2000,26,0.021920834043213513,0.11836780069643696,0.009663776494562626,0.984000027179718,0.040299918968230486
letter,RandomForest,18000,2000,26,0.05774538435486177,0.13830536890071027,0.020674966275691986,0.965499997138977,0.040436905808746815
letter,XGBoost,18000,2000,26,0.039731514242909764,0.14955855305527985,0.006822813302278519,0.9760000109672546,0.040273705031722784
mfeat-factors,CatBoost,1800,200,10,0.04440017454637814,0.15365921289167037,0.017416100949048996,0.9750000238418579,0.005020179087296128
mfeat-factors,ExtraTrees,1800,200,10,0.04735114941682678,0.7665102075233539,0.022693026810884476,0.9800000190734863,0.004982582060620189
mfeat-factors,LightGBM,1800,200,10,0.051930789555001064,0.7927369727261173,0.01406782865524292,0.9700000286102295,0.004917708225548267
mfeat-factors,LinearModel,1800,200,10,0.04182119817194979,0.4398406577190655,0.014356756582856178,0.9700000286102295,0.004970058798789978
mfeat-factors,NeuralNetFastAI,1800,200,10,0.05598644064970168,0.7770689622537603,0.023135319352149963,0.9649999737739563,0.00491532008163631
mfeat-factors,NeuralNetTorch,1800,200,10,0.03532895177677009,0.4331794244483415,0.01373353786766529,0.9800000190734863,0.0049593099392950535
mfeat-factors,RandomForest,1800,200,10,0.05618391745427749,0.13799692362146318,0.03314861282706261,0.9750000238418579,0.004945550113916397
mfeat-factors,XGBoost,1800,200,10,0.05483992868456222,0.47257670170287674,0.021479133516550064,0.9700000286102295,0.004937438061460853
micro-mass,CatBoost,513,58,20,0.10737036402849132,2.47218949077534,0.040015533566474915,0.931034505367279,0.007957022869959474
micro-mass,ExtraTrees,513,58,20,0.10750402022417145,1.3524846506919543,0.0725279301404953,0.9482758641242981,0.007654552115127444
micro-mass,LightGBM,513,58,20,0.1314762438584693,0.27931770919824744,0.06129541993141174,0.9137930870056152,0.0076619109604507685
micro-mass,LinearModel,513,58,20,0.10875876545435495,2.4728057213118064,0.04292421042919159,0.931034505367279,0.007643908960744739
micro-mass,NeuralNetFastAI,513,58,20,0.25578675122275674,0.5938025099995308,0.16354697942733765,0.8448275923728943,0.00761438487097621
micro-mass,NeuralNetTorch,513,58,20,0.08877063437218463,2.3548573456709674,0.02593241259455681,0.931034505367279,0.007953729946166277
micro-mass,RandomForest,513,58,20,0.19551165602348164,2.609158676568469,0.09970776736736298,0.8965517282485962,0.007710679899901152
micro-mass,XGBoost,513,58,20,0.1145326083824991,1.3817139971669288,0.12253329157829285,0.9482758641242981,0.0076078849378973246
microaggregation2,CatBoost,18000,2000,5,0.4860053092374862,0.9310475947259433,0.021705731749534607,0.6355000138282776,0.008505073841661215
microaggregation2,ExtraTrees,18000,2000,5,0.49688892105938803,0.9546214454649234,0.03974024951457977,0.6294999718666077,0.00856138695962727
microaggregation2,LightGBM,18000,2000,5,0.48105066484720044,0.918949695296589,0.03496759384870529,0.6399999856948853,0.008384459186345339
microaggregation2,LinearModel,18000,2000,5,0.5559364934513881,1.0588448906711305,0.03889550268650055,0.5805000066757202,0.008473173016682267
microaggregation2,NeuralNetFastAI,18000,2000,5,0.463030567153377,0.8947476314601377,0.03277425840497017,0.6539999842643738,0.008376535959541798
microaggregation2,NeuralNetTorch,18000,2000,5,0.4692003613974062,0.8992158596645891,0.02866617776453495,0.6449999809265137,0.008573271101340652
microaggregation2,RandomForest,18000,2000,5,0.49821348056181136,0.9633681854336951,0.03198710083961487,0.6244999766349792,0.008450279012322426
microaggregation2,XGBoost,18000,2000,5,0.4839652797625251,0.9224575004211111,0.031436800956726074,0.6340000033378601,0.008444448001682758
okcupid-stem,CatBoost,45710,5079,3,0.3381154309540082,0.5751254252730019,0.017596697434782982,0.7631423473358154,0.010942145949229598
okcupid-stem,ExtraTrees,45710,5079,3,0.35620176940790044,0.598966509808528,0.02083582989871502,0.7448316812515259,0.010904252994805574
okcupid-stem,LightGBM,45710,5079,3,0.3408167488411516,0.5770450986200144,0.010629610158503056,0.7578263282775879,0.010936604114249349
okcupid-stem,LinearModel,45710,5079,3,0.3448604840993916,0.5837558319203716,0.015672385692596436,0.7531009912490845,0.01093138987198472
okcupid-stem,NeuralNetFastAI,45710,5079,3,0.34314430314610284,0.5801876270761434,0.013449007645249367,0.7568418979644775,0.010929753072559834
okcupid-stem,NeuralNetTorch,45710,5079,3,0.33893937934075324,0.5742464314243323,0.018678929656744003,0.7633392214775085,0.011081020114943385
okcupid-stem,RandomForest,45710,5079,3,0.3562691147106008,0.5995489567780652,0.012825212441384792,0.7468005418777466,0.010891371872276068
okcupid-stem,XGBoost,45710,5079,3,0.3408260646393742,0.5776957112236463,0.013006839901208878,0.761567234992981,0.010963017120957375
optdigits,CatBoost,5058,562,10,0.028324677925461297,0.3141636750798888,0.011289986781775951,0.9839857816696167,0.007206624140962958
optdigits,ExtraTrees,5058,562,10,0.024253189149195435,0.27947478905282797,0.007728489115834236,0.9839857816696167,0.007198365870863199
optdigits,LightGBM,5058,562,10,0.025067824395191014,0.30641953346855233,0.008218926377594471,0.9875444769859314,0.00711781601421535
optdigits,LinearModel,5058,562,10,0.06029621365557289,0.48601911298770745,0.01281943079084158,0.9644128084182739,0.00721099111251533
optdigits,NeuralNetFastAI,5058,562,10,0.023372935849962976,0.07123979803160337,0.00870920903980732,0.9875444769859314,0.0071299460250884295
optdigits,NeuralNetTorch,5058,562,10,0.017677708295984026,0.16506040374884032,0.005782322958111763,0.9911032319068909,0.007144059054553509
optdigits,RandomForest,5058,562,10,0.04229723414559945,0.09820953055520969,0.013552423566579819,0.9715302586555481,0.00718958186917007
optdigits,XGBoost,5058,562,10,0.03315108312419848,0.3211074339279543,0.008517896756529808,0.9804270267486572,0.007096416084095836
page-blocks,CatBoost,4925,548,5,0.047383481347784875,0.11090211718795306,0.0106161218136549,0.970802903175354,0.0038065779954195023
page-blocks,ExtraTrees,4925,548,5,0.04424142769659256,0.09935816332971574,0.008789832703769207,0.9726277589797974,0.0037240339443087578
page-blocks,LightGBM,4925,548,5,0.04110646150643541,0.09474569729391924,0.013925362378358841,0.9726277589797974,0.003782495856285095
page-blocks,LinearModel,4925,548,5,0.044412500552821255,0.0956377355449602,0.013488909229636192,0.970802903175354,0.003753294935449958
page-blocks,NeuralNetFastAI,4925,548,5,0.05105286058039407,0.11851458649551162,0.008617020212113857,0.9671533107757568,0.00373644195497036
page-blocks,NeuralNetTorch,4925,548,5,0.03879474349427067,0.0872943392327015,0.008883613161742687,0.974452555179596,0.0037746229209005833
page-blocks,RandomForest,4925,548,5,0.041844325888329786,0.09617802149055263,0.007576229982078075,0.974452555179596,0.003694698214530945
page-blocks,XGBoost,4925,548,5,0.04881302129985378,0.12016683305142617,0.007891998626291752,0.9726277589797974,0.0037240961100906134
pendigits,CatBoost,9892,1100,10,0.010240431182667617,0.2550548289580332,0.0035575982183218002,0.9936363697052002,0.01011798600666225
pendigits,ExtraTrees,9892,1100,10,0.008371908630289243,0.018044734268918044,0.004912251606583595,0.9954545497894287,0.010239652823656797
pendigits,LightGBM,9892,1100,10,0.011689442343837802,0.21274368749606765,0.0032954015769064426,0.9936363697052002,0.010147607885301113
pendigits,LinearModel,9892,1100,10,0.07411362952178567,0.24781842598182513,0.01535787247121334,0.9581817984580994,0.010288230143487453
pendigits,NeuralNetFastAI,9892,1100,10,0.008909759185826344,0.13908954538373736,0.0033474047668278217,0.9954545497894287,0.010167200118303299
pendigits,NeuralNetTorch,9892,1100,10,0.0037463243788085866,0.12248312142034316,0.002348807407543063,0.9972727298736572,0.010190477129071951
pendigits,RandomForest,9892,1100,10,0.01837477111423304,0.09616878964544096,0.006438169628381729,0.9872727394104004,0.010133496019989252
pendigits,XGBoost,9892,1100,10,0.013961925532835087,0.27102730067068337,0.0050238654948771,0.9927272796630859,0.01015505800023675
robert,CatBoost,9000,1000,10,0.6047550783408969,1.4011534946681816,0.056882817298173904,0.5410000085830688,0.009913367917761207
robert,ExtraTrees,9000,1000,10,0.6868847316865404,1.61735960244806,0.07701606303453445,0.4350000023841858,0.009941969066858292
robert,LightGBM,9000,1000,10,0.5790746086368802,1.3538849437341136,0.049453601241111755,0.5630000233650208,0.00996427983045578
robert,LinearModel,9000,1000,10,0.7969014422520689,1.9503291646928627,0.05373931676149368,0.34700000286102295,0.01001635892316699
robert,NeuralNetFastAI,9000,1000,10,0.6691413958667195,1.5638559979658442,0.05831178277730942,0.4699999988079071,0.010042899986729026
robert,NeuralNetTorch,9000,1000,10,0.6604696996535226,1.5475144091660102,0.07092014700174332,0.47999998927116394,0.010003099916502833
robert,RandomForest,9000,1000,10,0.6910881739536632,1.630647605182477,0.07371786236763,0.4429999887943268,0.009911397937685251
robert,XGBoost,9000,1000,10,0.6184881451245685,1.4317811147010924,0.06564998626708984,0.5210000276565552,0.009955608984455466
satimage,CatBoost,5787,643,6,0.12019215213416745,0.24792861643288927,0.019184719771146774,0.914463460445404,0.004879532149061561
satimage,ExtraTrees,5787,643,6,0.1217018756243438,0.23504280788093157,0.017290350049734116,0.9160186648368835,0.0048397190403193235
satimage,LightGBM,5787,643,6,0.12438576420318202,0.2662436270101141,0.017888378351926804,0.914463460445404,0.004794973181560636
satimage,LinearModel,5787,643,6,0.19282126984938167,0.3641396640040242,0.033621594309806824,0.8522550463676453,0.004881855100393295
satimage,NeuralNetFastAI,5787,643,6,0.11578860171713107,0.32493252706617964,0.02942516654729843,0.9160186648368835,0.0048265899531543255
satimage,NeuralNetTorch,5787,643,6,0.1139109108386322,0.21417617595986266,0.021654976531863213,0.914463460445404,0.0047968190629035234
satimage,RandomForest,5787,643,6,0.12369644096489943,0.23635145259649434,0.010572795756161213,0.914463460445404,0.004908588947728276
satimage,XGBoost,5787,643,6,0.11748949301831654,0.2583674281624301,0.020616957917809486,0.9269051551818848,0.004777904134243727
segment,CatBoost,2079,231,7,0.019262207721707312,0.05505847020583499,0.011010343208909035,0.9913420081138611,0.0037648151628673077
segment,ExtraTrees,2079,231,7,0.02787775012376415,0.07512865512805157,0.013080853037536144,0.9826839566230774,0.00369585701264441
segment,LightGBM,2079,231,7,0.04132180868796189,0.09969868809300589,0.02256137505173683,0.9740259647369385,0.003699998138472438
segment,LinearModel,2079,231,7,0.04458076630792463,0.09600365358012976,0.018202822655439377,0.9740259647369385,0.0037399020511657
segment,NeuralNetFastAI,2079,231,7,0.03579778603817002,0.0772005999839332,0.019874904304742813,0.9783549904823303,0.003696547821164131
segment,NeuralNetTorch,2079,231,7,0.03151898358585599,0.07471069084185054,0.02461862936615944,0.9870129823684692,0.0036990309599786997
segment,RandomForest,2079,231,7,0.03137190825439366,0.09616957735299096,0.012541048228740692,0.9783549904823303,0.003704983042553067
segment,XGBoost,2079,231,7,0.04087553370215351,0.10154689249842826,0.013486688025295734,0.9783549904823303,0.0036790010053664446
semeion,CatBoost,1433,160,10,0.11173444289769419,1.1207966254745594,0.03529411554336548,0.9312499761581421,0.006198809947818518
semeion,ExtraTrees,1433,160,10,0.1628087731879486,0.4150039856554222,0.04448144882917404,0.887499988079071,0.004885175032541156
semeion,LightGBM,1433,160,10,0.15708570038271924,1.2230244788962221,0.05084460973739624,0.9125000238418579,0.004786481149494648
semeion,LinearModel,1433,160,10,0.18118342507337384,2.0433263139228806,0.06416486203670502,0.887499988079071,0.004683333216235042
semeion,NeuralNetFastAI,1433,160,10,0.13892306216109324,3.50906498869879,0.04287678375840187,0.9125000238418579,0.004729758016765118
semeion,NeuralNetTorch,1433,160,10,0.12412546151380348,1.51763288136175,0.03493332490324974,0.918749988079071,0.004710708046332002
semeion,RandomForest,1433,160,10,0.16875108639133404,0.43591277389492644,0.039193857461214066,0.8812500238418579,0.004784238990396261
semeion,XGBoost,1433,160,10,0.15310353222638795,1.2592756235053826,0.04993699491024017,0.90625,0.00470275804400444
soybean,CatBoost,614,69,19,0.15847917272797327,0.3565019170224557,0.06722996383905411,0.8985507488250732,0.007650935091078281
soybean,ExtraTrees,614,69,19,0.12547166837958068,1.180546596548032,0.050174642354249954,0.9275362491607666,0.007533156080171466
soybean,LightGBM,614,69,19,0.05731440822826337,0.09250116073185018,0.03370753303170204,0.95652174949646,0.007478964049369097
soybean,LinearModel,614,69,19,0.12905884521379374,0.32523104679592174,0.06430017948150635,0.9275362491607666,0.007496541831642389
soybean,NeuralNetFastAI,614,69,19,0.1297054376850027,0.29309443560748033,0.053017906844615936,0.9130434989929199,0.00798088195733726
soybean,NeuralNetTorch,614,69,19,0.13646264906002736,2.117312540811468,0.08572565764188766,0.9130434989929199,0.007481402019038796
soybean,RandomForest,614,69,19,0.11932840733281745,1.1865703425399805,0.05740596726536751,0.9130434989929199,0.007447493029758334
soybean,XGBoost,614,69,19,0.09897958148031298,0.2404283205856442,0.04660419002175331,0.9275362491607666,0.007485623005777597
splice,CatBoost,2871,319,3,0.05504439303621401,0.1128564733758,0.01569538004696369,0.9592476487159729,0.002059962134808302
splice,ExtraTrees,2871,319,3,0.08910219299577019,0.17259902675844485,0.03635914623737335,0.9341692924499512,0.0020327740348875523
splice,LightGBM,2871,319,3,0.06495835731473817,0.33932230644144595,0.01967274583876133,0.9592476487159729,0.001991438213735819
splice,LinearModel,2871,319,3,0.09843348790493363,0.20230770656309285,0.0398847796022892,0.9404388666152954,0.001985994866117835
splice,NeuralNetFastAI,2871,319,3,0.05464602448655082,0.11243026059272307,0.01784546859562397,0.9655172228813171,0.001989031909033656
splice,NeuralNetTorch,2871,319,3,0.06827170196262142,0.138707830524657,0.026989223435521126,0.9592476487159729,0.0019972959998995066
splice,RandomForest,2871,319,3,0.08604615457807935,0.16447331602498746,0.01690899394452572,0.9373040795326233,0.002014530124142766
splice,XGBoost,2871,319,3,0.055610043836738315,0.10565816693283851,0.018797744065523148,0.9655172228813171,0.0019880179315805435
steel-plates-fault,CatBoost,1746,195,7,0.23794632281904524,0.47681523310601076,0.06429850310087204,0.8256410360336304,0.003608457976952195
steel-plates-fault,ExtraTrees,1746,195,7,0.2649712070068696,0.5069484218522087,0.050519850105047226,0.8102564215660095,0.0036065310705453157
steel-plates-fault,LightGBM,1746,195,7,0.25404086572020496,0.521757668884296,0.055197715759277344,0.8153846263885498,0.0035774940624833107
steel-plates-fault,LinearModel,1746,195,7,0.35591500154992306,0.7081908073950475,0.06376963108778,0.764102578163147,0.0036141329910606146
steel-plates-fault,NeuralNetFastAI,1746,195,7,0.31641024786190625,0.6320928052646942,0.07334483414888382,0.7794871926307678,0.0036072200164198875
steel-plates-fault,NeuralNetTorch,1746,195,7,0.3408840805336037,1.006450647517992,0.06895476579666138,0.7384615540504456,0.0035901840310543776
steel-plates-fault,RandomForest,1746,195,7,0.25262917264587365,0.4797659904345143,0.0528770387172699,0.8205128312110901,0.0035972371697425842
steel-plates-fault,XGBoost,1746,195,7,0.24618034879593187,0.8375832426636353,0.05750775337219238,0.8153846263885498,0.003588220104575157
synthetic_control,CatBoost,540,60,6,0.003755913262902685,0.009962355141214971,0.00827937200665474,1.0,0.0025960509665310383
synthetic_control,ExtraTrees,540,60,6,0.009338661609966582,0.016814038153990005,0.013325218111276627,0.9833333492279053,0.002597755054011941
synthetic_control,LightGBM,540,60,6,5e-60,0.0,5.960464477539063e-08,1.0,0.002592524979263544
synthetic_control,LinearModel,540,60,6,4.549124728479039e-05,0.005636570632568575,0.005620419979095459,1.0,0.0025841589085757732
synthetic_control,NeuralNetFastAI,540,60,6,5e-60,0.0,5.960464477539063e-08,1.0,0.002561895176768303
synthetic_control,NeuralNetTorch,540,60,6,0.03333333333333333,0.046209812037329684,0.03333337604999542,0.9333333373069763,0.0025758801493793726
synthetic_control,RandomForest,540,60,6,0.004379583786177191,0.011889164797957742,0.01058615930378437,1.0,0.002611046889796853
synthetic_control,XGBoost,540,60,6,0.0034736659052806832,0.012624936953284253,0.011582616716623306,1.0,0.002557010855525732
texture,CatBoost,4950,550,11,0.015849049220076614,0.38497600731668286,0.005942171905189753,0.9909090995788574,0.007895030081272125
texture,ExtraTrees,4950,550,11,0.022588053939501865,0.0410757512682665,0.008029411546885967,0.9854545593261719,0.007779843872413039
texture,LightGBM,4950,550,11,0.005868904571460814,0.13089898552262927,0.0015841475687921047,0.996363639831543,0.007956195855513215
texture,LinearModel,4950,550,11,0.0063624096017411095,0.1297873013906199,0.0023166302125900984,0.9945454597473145,0.0076850769110023975
texture,NeuralNetFastAI,4950,550,11,0.0076010101010101005,0.13137383021848967,0.004393798764795065,0.996363639831543,0.007663501193746924
texture,NeuralNetTorch,4950,550,11,0.004595959595959596,0.12281241354829492,0.003030167194083333,0.996363639831543,0.007751761004328728
texture,RandomForest,4950,550,11,0.02867517823351598,0.05328261900259179,0.01258067786693573,0.9818181991577148,0.007868195185437799
texture,XGBoost,4950,550,11,0.022542241208605075,0.41317873000653715,0.006788597442209721,0.9872727394104004,0.0077719471883028746
vehicle,CatBoost,761,85,4,0.26972106184702643,0.45667185589824494,0.06102289259433746,0.7647058963775635,0.0019509170670062304
vehicle,ExtraTrees,761,85,4,0.26465362638647916,1.9802658753798081,0.05966663360595703,0.7764706015586853,0.001953293103724718
vehicle,LightGBM,761,85,4,0.2763840829533007,1.2403464471996362,0.09149198234081268,0.8235294222831726,0.0019287781324237585
vehicle,LinearModel,761,85,4,0.21231146397804282,0.33670255523534776,0.0934130847454071,0.8235294222831726,0.0019118310883641243
vehicle,NeuralNetFastAI,761,85,4,0.22258183975961815,1.9375951497286303,0.08736180514097214,0.8352941274642944,0.0019385309424251318
vehicle,NeuralNetTorch,761,85,4,0.17678197459582934,0.31003639347014067,0.04899965599179268,0.8705882430076599,0.0019261729903519154
vehicle,RandomForest,761,85,4,0.2670093837384252,0.5003047910242173,0.076692134141922,0.7882353067398071,0.001935268985107541
vehicle,XGBoost,761,85,4,0.3248227632145617,1.3273275937128375,0.12532462179660797,0.6823529601097107,0.0019193210173398256
volcanoes-a2,CatBoost,1460,163,5,0.12245547201462995,0.2862538407401657,0.0592404305934906,0.8895705342292786,0.002608389127999544
volcanoes-a2,ExtraTrees,1460,163,5,0.12166665451212248,0.28822071692751855,0.02986837737262249,0.9202454090118408,0.0025865810457617044
volcanoes-a2,LightGBM,1460,163,5,0.110169299379095,0.25843916180422966,0.06936376541852951,0.9141104221343994,0.002538922941312194
volcanoes-a2,LinearModel,1460,163,5,0.11772181647479982,0.6872681809918908,0.033858463168144226,0.9141104221343994,0.0025432989932596684
volcanoes-a2,NeuralNetFastAI,1460,163,5,0.11805103863970505,0.2771313634127683,0.0450163409113884,0.9263803958892822,0.0025287268217653036
volcanoes-a2,NeuralNetTorch,1460,163,5,0.117747368369984,0.2801996078980193,0.0457339808344841,0.9141104221343994,0.0025489830877631903
volcanoes-a2,RandomForest,1460,163,5,0.12384698393614957,0.28085218313538424,0.06261512637138367,0.8895705342292786,0.0025499819312244654
volcanoes-a2,XGBoost,1460,163,5,0.12424363340460497,0.6942884779734979,0.05301767587661743,0.9202454090118408,0.002536719897761941
volcanoes-a3,CatBoost,1368,153,5,0.14972606917119888,1.2040859287752077,0.03481924533843994,0.9019607901573181,0.002537235151976347
volcanoes-a3,ExtraTrees,1368,153,5,0.1561841363853764,0.800034599653884,0.04859459772706032,0.8888888955116272,0.00250578997656703
volcanoes-a3,LightGBM,1368,153,5,0.15477523597248286,0.35877125248341496,0.056006625294685364,0.8954248428344727,0.0024941819719970226
volcanoes-a3,LinearModel,1368,153,5,0.16021822528206506,0.39534851871479476,0.048855751752853394,0.8823529481887817,0.002520431997254491
volcanoes-a3,NeuralNetFastAI,1368,153,5,0.1579819150567403,0.3837660994112557,0.029129456728696823,0.8888888955116272,0.0025289510376751423
volcanoes-a3,NeuralNetTorch,1368,153,5,0.15334603107951833,0.3718331566298338,0.03524990752339363,0.8888888955116272,0.002519011963158846
volcanoes-a3,RandomForest,1368,153,5,0.15228637943916443,0.36177310711623983,0.06971663981676102,0.8888888955116272,0.0025283698923885822
volcanoes-a3,XGBoost,1368,153,5,0.1569454849265825,0.3913838948072971,0.08671297132968903,0.9084967374801636,0.0025267330929636955
volcanoes-a4,CatBoost,1363,152,5,0.14050466721048865,0.7714165225846137,0.04030993580818176,0.9078947305679321,0.0025560117792338133
volcanoes-a4,ExtraTrees,1363,152,5,0.13242000503533988,0.33323898849194183,0.024132031947374344,0.9078947305679321,0.0025287119206041098
volcanoes-a4,LightGBM,1363,152,5,0.1276342304360283,0.3070378902889057,0.03738448768854141,0.9144737124443054,0.0025420680176466703
volcanoes-a4,LinearModel,1363,152,5,0.12851122125933925,0.3068358362932521,0.05227719992399216,0.9276315569877625,0.0025442978367209435
